left_elbow_angle,right_elbow_angle,left_shoulder_angle,right_shoulder_angle,left_hip_angle,right_hip_angle,left_knee_angle,right_knee_angle,Activity
287.94,98.05,43.24,31.85,351.76,19.43,231.82,92.39,Sitting
287.72,97.37,43.74,31.85,351.76,19.43,232.27,92.64,Sitting
288.03,96.76,44.21,33.03,351.64,19.79,232.27,91.93,Sitting
288.34,94.09,44.21,33.88,351.64,19.79,232.27,91.93,Sitting
288.34,91.45,44.21,35.47,351.64,19.7,232.52,92.73,Sitting
287.91,91.48,43.96,35.56,351.53,20.15,232.52,93.64,Sitting
287.43,91.22,43.39,35.94,351.25,19.99,233.97,95.12,Sitting
286.7,91.78,43.13,35.94,351.15,19.94,233.97,96.13,Sitting
287.68,93.55,43.13,36.33,351.15,19.94,233.97,96.53,Sitting
288.67,91.38,43.86,36.33,351.15,19.88,234.27,97.07,Sitting
287.95,93.19,43.6,35.88,351.05,19.78,234.27,97.07,Sitting
287.95,93.19,43.6,35.88,351.05,19.43,233.83,98.04,Sitting
287.95,93.19,43.6,35.88,351.05,19.02,233.83,99.56,Sitting
288.21,93.19,43.6,35.88,351.05,19.02,233.83,99.56,Sitting
286.73,93.07,43.8,35.88,350.59,18.32,234.58,102.02,Sitting
288.21,91.91,43.8,35.96,350.59,18.4,234.14,102.76,Sitting
287.2,92.4,43.13,35.96,350.5,18.05,233.57,104.03,Sitting
287.45,91.99,43.13,36.45,350.5,17.83,233.12,105.12,Sitting
287.7,92.6,43.13,36.87,350.5,17.83,232.66,105.34,Sitting
286.69,92.6,42.37,36.87,350.5,17.83,232.66,105.34,Sitting
286.69,92.6,42.37,36.87,350.51,17.83,232.54,105.34,Sitting
286.69,92.6,42.37,36.87,350.51,18.18,232.54,104.25,Sitting
286.69,92.6,42.37,36.41,350.52,18.08,232.9,103.38,Sitting
286.69,93.02,42.37,35.99,350.88,18.73,231.45,101.76,Sitting
286.69,93.87,42.37,35.61,350.9,19.19,231.82,100.92,Sitting
286.69,93.87,42.37,35.61,350.9,19.53,231.82,99.66,Sitting
285.66,95.3,41.59,34.75,350.9,19.48,231.82,100.12,Sitting
285.66,95.9,42.05,34.75,350.45,19.48,233.48,100.12,Sitting
285.66,95.9,42.05,34.75,350.45,19.48,233.48,100.12,Sitting
285.66,95.9,42.05,34.67,350.45,19.4,233.48,99.41,Sitting
285.66,95.9,42.05,34.67,350.45,19.05,233.03,100.44,Sitting
285.66,95.9,42.05,34.67,350.45,19.05,233.03,100.44,Sitting
285.18,92.68,42.52,34.67,350.45,19.1,233.03,99.95,Sitting
285.18,90.42,42.52,34.67,350.45,19.1,233.48,99.95,Sitting
285.96,89.78,42.85,34.67,350.54,19.1,233.7,99.95,Sitting
285.69,90.33,42.85,34.67,350.54,19.05,233.7,100.44,Sitting
285.69,90.33,42.85,34.67,350.53,19.05,233.29,100.44,Sitting
285.69,90.33,42.85,34.67,350.53,19.05,233.29,100.44,Sitting
285.69,90.04,42.85,34.36,350.53,19.13,233.29,101.15,Sitting
285.4,88.78,42.85,34.36,350.53,19.13,233.29,100.9,Sitting
285.4,88.78,42.85,34.36,350.53,19.19,233.29,100.44,Sitting
285.4,93.09,42.85,34.36,350.53,19.19,233.06,100.44,Sitting
286.38,93.64,42.85,34.36,350.88,19.19,230.99,100.44,Sitting
286.65,94.16,42.85,34.36,350.88,19.19,230.77,100.44,Sitting
286.65,93.59,42.85,34.36,350.88,19.19,230.77,100.0,Sitting
286.65,93.59,42.85,34.36,350.88,19.19,230.77,100.44,Sitting
286.65,93.04,42.85,34.36,350.88,19.19,230.77,100.0,Sitting
286.91,94.08,42.85,34.36,350.88,19.19,230.77,100.0,Sitting
287.94,94.08,43.62,34.82,350.88,19.64,230.77,99.41,Sitting
287.94,94.08,43.62,34.82,350.88,19.64,230.77,99.41,Sitting
287.45,94.08,43.05,34.82,350.96,19.64,230.77,99.66,Sitting
287.45,94.08,43.05,34.82,350.96,19.35,231.23,100.19,Sitting
287.7,93.54,43.05,34.82,350.96,19.35,231.23,100.19,Sitting
287.7,95.59,43.05,34.34,350.96,19.35,231.23,100.19,Sitting
288.15,95.59,42.57,34.34,350.96,19.35,231.23,99.95,Sitting
288.15,97.05,42.11,33.46,351.42,19.35,230.21,100.39,Sitting
287.22,97.05,42.11,33.46,351.42,19.35,230.21,100.39,Sitting
287.22,98.69,42.11,34.29,351.42,19.8,230.21,99.8,Sitting
287.22,100.21,42.11,33.39,351.42,19.8,230.21,99.8,Sitting
286.46,100.21,41.81,33.39,351.32,19.8,230.21,99.8,Sitting
285.54,100.21,41.81,33.39,351.31,19.8,229.89,99.36,Sitting
285.54,101.85,41.81,33.3,351.31,19.66,229.89,99.36,Sitting
284.51,103.44,41.04,32.38,351.31,19.66,229.89,99.36,Sitting
284.25,103.59,41.04,32.39,351.3,19.42,229.59,99.36,Sitting
284.25,98.49,40.58,33.29,351.76,19.42,228.37,99.12,Sitting
283.52,99.58,40.05,33.29,351.83,19.42,228.37,99.12,Sitting
283.02,99.95,40.5,32.92,351.83,19.36,228.37,99.85,Sitting
283.02,99.08,40.5,33.34,351.83,18.91,228.37,100.87,Sitting
283.02,98.41,40.5,33.79,351.83,19.36,228.37,100.28,Sitting
283.02,99.46,40.5,33.79,351.83,19.36,228.37,100.28,Sitting
283.02,99.46,40.5,33.79,351.47,19.36,230.06,100.09,Sitting
281.79,98.98,39.64,33.74,351.46,19.12,230.35,100.33,Sitting
281.49,100.51,39.64,32.89,351.46,19.12,230.35,100.56,Sitting
281.49,99.83,39.64,32.89,351.46,19.18,230.58,100.07,Sitting
281.49,99.83,39.64,32.89,351.47,19.18,230.9,99.87,Sitting
281.49,100.18,39.64,32.54,351.48,19.18,231.24,99.87,Sitting
281.49,100.18,39.73,32.99,351.4,19.63,230.67,99.3,Sitting
282.27,100.18,40.51,32.99,351.41,19.28,231.01,100.29,Sitting
282.27,96.95,39.97,32.99,351.59,19.28,232.07,100.52,Sitting
282.27,94.67,39.97,32.99,351.59,19.28,232.07,100.52,Sitting
282.27,95.82,39.97,32.99,351.59,19.28,232.07,100.1,Sitting
282.27,96.95,39.97,32.99,351.59,19.28,232.07,100.1,Sitting
282.27,96.95,39.97,32.99,351.59,19.28,231.62,100.1,Sitting
282.27,98.05,40.05,32.99,351.51,19.28,231.01,100.1,Sitting
282.27,98.05,40.05,32.99,351.51,19.28,231.01,99.87,Sitting
282.27,98.05,40.05,32.99,351.51,19.28,231.01,99.64,Sitting
282.27,97.21,40.05,33.83,351.51,19.28,231.01,99.41,Sitting
283.24,97.21,40.05,33.83,351.51,19.28,231.01,99.41,Sitting
283.52,96.58,39.97,33.83,351.59,19.28,231.62,99.41,Sitting
283.52,96.58,39.97,33.83,351.58,19.28,231.24,99.41,Sitting
283.52,96.22,39.97,34.27,351.58,19.42,231.24,99.41,Sitting
283.52,96.22,39.97,34.27,351.58,19.42,231.24,99.41,Sitting
284.49,96.22,39.97,34.27,351.58,19.42,231.47,99.41,Sitting
284.22,96.22,39.97,34.27,351.58,19.42,231.47,99.17,Sitting
284.22,98.77,39.97,33.43,351.59,19.42,231.84,99.17,Sitting
284.22,98.41,40.05,33.87,351.51,19.56,231.24,99.17,Sitting
284.22,98.41,40.05,33.87,351.5,19.56,230.9,99.6,Sitting
284.67,98.41,40.58,33.87,351.41,19.56,230.58,99.6,Sitting
284.67,101.01,40.58,33.01,351.4,19.56,229.83,99.6,Sitting
284.67,101.01,40.58,33.01,351.4,19.56,229.83,99.84,Sitting
284.39,101.54,40.58,33.02,351.76,19.8,228.13,99.84,Sitting
283.39,102.58,40.58,33.02,351.76,19.8,227.9,99.84,Sitting
283.39,102.58,40.58,33.02,351.75,20.15,227.65,98.83,Sitting
283.39,102.58,40.58,33.02,351.75,20.15,227.65,98.83,Sitting
283.39,101.89,40.58,32.93,351.75,20.06,227.65,98.33,Sitting
283.39,101.54,40.58,33.02,351.75,20.21,227.65,98.33,Sitting
283.69,104.14,40.58,29.65,351.75,20.21,227.65,98.33,Sitting
283.69,104.14,40.58,29.65,351.75,20.21,227.65,98.1,Sitting
283.69,103.24,40.58,30.55,351.73,20.15,227.42,99.03,Sitting
283.69,103.24,40.58,30.55,351.73,20.15,227.42,99.03,Sitting
284.46,102.35,40.89,30.99,351.84,19.7,227.42,99.6,Sitting
284.46,101.47,40.89,31.87,351.84,19.7,227.42,99.6,Sitting
284.74,101.47,40.89,31.87,351.84,19.7,227.89,99.6,Sitting
284.74,101.8,40.81,32.32,351.92,19.8,228.12,99.41,Sitting
284.74,101.37,40.81,32.32,351.92,19.8,228.12,99.17,Sitting
283.69,99.73,40.5,33.19,351.46,19.75,229.32,99.66,Sitting
283.39,100.5,40.5,33.1,351.46,19.66,229.32,98.93,Sitting
283.39,100.5,40.5,33.1,351.46,19.66,229.32,98.93,Sitting
283.39,100.5,40.5,33.1,351.46,19.66,229.32,98.93,Sitting
283.39,99.22,40.5,33.07,351.46,19.07,229.32,99.52,Sitting
284.17,99.22,40.81,33.07,351.57,19.07,229.32,99.52,Sitting
284.87,97.99,40.81,33.07,351.57,19.07,229.32,99.52,Sitting
286.47,97.99,41.11,33.07,351.57,19.07,229.32,99.52,Sitting
286.73,97.99,41.11,33.07,351.57,19.07,229.09,99.76,Sitting
287.48,97.45,41.11,33.07,351.57,19.07,229.09,99.76,Sitting
287.48,97.45,41.11,33.07,351.56,19.07,228.84,99.76,Sitting
288.06,97.45,40.66,33.07,351.57,19.07,229.09,99.76,Sitting
288.06,97.45,40.66,33.07,351.57,19.07,229.09,99.76,Sitting
288.06,97.45,40.66,33.07,351.57,19.07,229.09,99.76,Sitting
289.02,97.45,41.4,33.07,351.57,19.07,229.09,99.76,Sitting
197.88,171.87,20.37,20.73,353.34,4.84,185.62,176.09,Standing
197.27,173.12,20.08,20.2,353.41,4.84,183.95,176.09,Standing
196.39,173.12,20.08,20.2,353.41,4.84,183.34,176.09,Standing
197.0,173.87,20.69,20.2,353.41,4.84,183.36,176.09,Standing
197.63,173.87,21.42,20.2,353.42,4.82,182.83,176.11,Standing
196.1,173.98,21.42,20.03,353.42,4.77,182.83,176.11,Standing
195.99,173.98,21.24,20.03,353.47,4.77,182.83,176.11,Standing
195.99,173.98,21.24,20.03,353.47,4.77,182.83,176.11,Standing
197.36,173.77,21.85,20.14,353.47,4.77,182.83,176.11,Standing
197.36,173.77,21.85,20.14,353.47,4.77,182.83,176.11,Standing
198.12,173.77,21.85,20.14,353.47,4.77,182.83,176.11,Standing
197.52,173.77,21.24,20.14,353.47,4.77,182.83,176.11,Standing
198.28,173.77,21.24,20.14,353.47,4.77,182.83,176.11,Standing
198.28,173.77,21.24,20.14,353.47,4.77,182.83,176.11,Standing
199.04,173.77,21.24,20.14,353.47,4.77,182.83,176.11,Standing
199.04,173.77,21.24,20.14,353.47,4.77,182.83,176.11,Standing
199.04,174.5,21.13,20.08,353.47,4.71,182.83,176.09,Standing
199.04,173.13,21.13,20.72,353.47,4.71,182.83,176.09,Standing
199.64,173.13,21.73,20.72,353.27,4.71,182.71,176.09,Standing
199.64,173.13,21.73,20.72,353.27,4.71,182.71,176.09,Standing
199.04,173.77,21.13,20.41,353.27,4.85,182.71,176.09,Standing
199.04,172.4,21.13,21.06,353.27,4.85,182.71,176.09,Standing
199.04,172.4,21.13,21.06,353.27,4.85,182.71,176.09,Standing
199.04,172.4,21.13,21.06,353.27,4.85,182.71,176.09,Standing
199.04,172.4,21.13,20.72,353.27,4.51,182.71,176.59,Standing
199.04,172.4,21.13,20.72,353.27,4.51,182.71,176.59,Standing
199.04,172.4,21.13,20.72,353.27,4.49,182.71,176.61,Standing
197.67,172.4,20.53,20.72,353.27,4.49,182.71,176.61,Standing
197.67,173.04,20.53,20.41,353.27,4.62,182.71,176.61,Standing
197.67,173.04,20.53,20.41,353.27,4.62,182.71,176.61,Standing
197.67,173.04,20.42,20.41,353.27,4.62,183.3,176.61,Standing
197.67,173.77,20.42,20.41,353.27,4.62,183.3,176.61,Standing
197.67,173.77,20.42,20.41,353.27,4.62,183.3,176.61,Standing
197.67,173.93,20.42,20.3,353.27,4.62,183.3,176.61,Standing
197.67,173.93,20.42,20.3,353.27,4.62,183.3,176.61,Standing
197.67,173.93,20.42,20.3,353.27,4.62,183.3,176.61,Standing
197.67,173.93,20.42,20.3,353.27,4.62,183.3,176.61,Standing
197.67,173.93,20.42,20.3,353.27,4.62,183.3,176.61,Standing
199.05,173.29,21.02,20.6,353.27,4.49,183.3,176.61,Standing
199.05,172.55,21.02,20.94,353.27,4.83,183.3,176.11,Standing
199.05,173.93,21.02,20.3,353.27,4.83,183.3,176.11,Standing
199.05,173.93,21.02,20.3,353.27,4.83,183.3,176.11,Standing
199.05,173.93,21.02,20.3,353.27,4.83,183.3,176.11,Standing
199.05,173.93,21.02,20.3,353.27,4.83,183.3,176.11,Standing
199.05,173.93,21.02,20.3,353.27,4.83,183.3,176.11,Standing
199.05,173.93,21.02,20.3,353.27,4.83,183.3,176.11,Standing
199.05,173.93,21.02,20.3,353.27,4.83,183.3,176.11,Standing
199.05,173.93,21.02,20.3,353.27,4.83,183.3,176.11,Standing
199.05,173.19,21.02,20.3,353.27,4.83,183.3,176.11,Standing
199.05,173.19,21.02,20.3,353.27,4.83,183.3,176.11,Standing
199.05,173.19,21.02,20.3,353.27,4.83,183.3,176.11,Standing
199.05,173.15,21.02,20.3,353.27,4.83,183.3,176.11,Standing
199.05,173.15,21.02,20.3,353.27,4.83,183.3,176.11,Standing
199.05,173.15,21.02,20.3,353.27,4.83,183.3,176.11,Standing
199.05,173.15,21.02,20.3,353.27,4.83,183.3,176.11,Standing
199.04,174.53,21.13,19.66,353.27,4.83,183.3,176.11,Standing
199.04,174.68,21.13,19.56,353.27,4.83,183.3,176.13,Standing
199.04,174.68,21.13,19.56,353.27,4.83,183.3,176.13,Standing
269.42,96.96,14.46,11.36,355.09,5.87,176.18,173.5,Standing
271.64,92.96,12.49,8.4,354.79,5.46,175.1,174.54,Standing
271.59,93.62,12.3,6.45,354.75,4.99,175.14,174.96,Standing
270.44,95.65,11.81,5.13,354.51,4.52,175.14,175.51,Standing
270.4,94.97,12.19,5.13,354.13,4.52,175.14,174.96,Standing
271.54,95.08,12.77,5.13,354.2,4.1,174.66,175.91,Standing
271.01,95.77,12.19,5.13,353.99,3.9,175.74,176.42,Standing
270.47,95.91,11.56,5.13,354.09,3.9,175.74,176.41,Standing
270.42,95.21,11.88,4.52,353.76,3.69,176.26,177.44,Standing
270.47,96.47,11.56,4.25,353.88,3.82,176.22,177.44,Standing
270.42,95.77,11.56,4.25,353.67,3.62,177.32,177.43,Standing
271.61,95.12,12.13,4.25,353.46,3.62,177.87,177.43,Standing
271.61,95.78,11.81,4.58,353.54,3.75,177.83,177.44,Standing
272.19,95.13,12.06,4.96,353.66,3.91,177.83,177.43,Standing
271.67,95.13,11.48,4.96,353.66,3.91,177.83,177.43,Standing
272.24,94.47,11.73,5.57,353.78,3.91,177.83,177.43,Standing
272.24,95.13,11.73,4.96,353.78,3.71,177.83,177.95,Standing
272.24,95.13,11.73,4.96,353.78,3.71,177.83,177.96,Standing
272.24,95.13,11.73,4.96,353.78,3.71,177.83,177.43,Standing
272.24,95.13,12.06,4.96,353.45,3.71,178.38,177.43,Standing
272.24,95.13,12.06,4.96,353.45,3.71,178.38,177.43,Standing
272.24,94.47,12.06,5.57,353.42,3.71,178.33,177.43,Standing
272.24,95.11,12.06,5.57,353.38,3.71,178.29,177.43,Standing
272.24,95.11,12.06,5.57,353.38,3.71,178.29,177.43,Standing
272.24,95.11,12.06,5.57,353.38,3.71,178.29,177.43,Standing
272.24,94.45,12.06,5.85,353.38,3.57,178.29,177.43,Standing
272.21,94.4,12.11,5.85,353.32,3.56,178.29,177.4,Standing
272.23,93.69,11.9,6.12,353.2,3.43,178.29,177.4,Standing
271.09,93.74,11.65,5.78,353.08,3.3,178.32,177.4,Standing
271.09,93.69,11.65,5.78,353.05,3.3,178.27,177.4,Standing
270.46,93.07,11.45,6.05,352.87,3.16,178.27,177.4,Standing
271.08,92.46,11.5,6.33,352.87,3.03,178.3,177.4,Standing
271.08,91.84,11.73,6.6,352.81,2.89,178.27,177.4,Standing
270.57,91.89,11.48,6.25,352.66,2.75,178.26,177.4,Standing
270.57,91.27,11.48,6.52,352.66,2.62,178.84,177.4,Standing
269.94,91.89,11.28,6.52,352.47,2.62,178.84,177.4,Standing
270.64,91.28,11.34,6.79,352.47,2.48,178.84,177.4,Standing
270.07,90.67,11.09,7.41,352.36,2.69,178.84,176.88,Standing
269.93,90.67,11.45,7.06,352.17,2.55,178.84,176.88,Standing
269.35,90.67,11.09,7.05,352.12,2.54,178.81,176.85,Standing
269.42,91.33,11.09,6.43,352.12,2.54,178.81,176.85,Standing
268.85,90.72,10.84,7.05,351.97,2.74,178.77,176.33,Standing
269.35,90.72,11.13,7.05,352.22,2.74,178.24,176.33,Standing
268.77,90.72,10.87,7.05,351.9,2.95,179.33,175.81,Standing
268.77,91.3,10.87,7.09,351.86,2.95,179.29,175.81,Standing
268.7,91.3,11.19,7.09,351.74,2.95,179.29,175.81,Standing
269.43,91.3,10.95,7.09,352.11,2.95,178.81,175.81,Standing
269.43,91.87,11.27,7.77,351.99,3.16,178.81,175.28,Standing
269.5,92.65,11.16,7.14,352.1,3.16,178.82,175.8,Standing
270.0,92.65,11.73,7.14,352.1,3.16,178.82,175.8,Standing
269.43,92.02,11.48,7.42,351.99,3.02,178.82,175.8,Standing
269.43,92.02,11.48,7.42,351.99,3.02,178.82,175.8,Standing
269.43,92.02,11.16,7.42,352.31,3.03,178.28,175.74,Standing
269.43,92.08,11.16,7.36,352.31,3.01,178.28,175.8,Standing
269.43,92.08,11.16,7.36,352.31,3.01,178.28,175.8,Standing
269.5,92.08,11.16,7.36,352.31,3.01,178.28,175.8,Standing
268.84,92.08,10.93,7.36,352.12,3.01,178.28,175.8,Standing
268.26,91.46,10.93,7.63,352.12,2.87,178.28,175.8,Standing
268.26,92.09,10.93,7.63,352.12,2.87,178.85,175.8,Standing
268.26,92.09,10.93,7.63,352.12,2.87,178.85,175.8,Standing
268.26,92.09,10.93,7.63,352.12,2.87,178.85,175.8,Standing
268.26,92.09,10.93,7.63,352.12,2.87,178.85,175.8,Standing
186.52,173.67,13.64,18.51,357.25,4.92,179.39,181.67,Standing
182.3,171.39,11.95,18.0,357.06,5.56,179.36,181.66,Standing
184.1,168.54,13.24,18.52,356.9,6.04,179.35,180.28,Standing
185.88,166.64,14.14,18.69,356.64,5.9,181.38,180.93,Standing
189.48,165.69,14.87,18.13,356.66,5.42,181.4,181.6,Standing
190.29,166.75,15.24,18.13,356.8,5.42,181.36,181.6,Standing
191.11,164.04,16.12,18.51,356.47,4.97,181.98,182.9,Standing
189.34,164.04,15.3,18.59,356.47,5.05,182.01,182.99,Standing
189.34,165.09,14.9,18.59,356.86,5.3,181.36,182.25,Standing
190.16,165.09,15.72,18.67,356.86,5.38,181.35,182.28,Standing
190.16,165.09,15.72,18.67,357.16,5.38,180.68,182.22,Standing
191.11,164.96,15.78,18.96,357.1,5.55,180.69,182.33,Standing
189.56,165.09,15.71,18.75,356.59,5.49,181.33,182.33,Standing
189.45,165.09,15.6,18.37,356.54,5.11,181.33,182.99,Standing
189.45,165.09,15.6,18.29,356.81,5.03,180.04,182.97,Standing
189.45,165.09,15.6,18.29,356.81,5.3,180.04,181.59,Standing
189.56,164.98,15.78,18.29,356.77,5.3,180.04,181.59,Standing
190.51,164.98,15.78,18.29,356.77,5.3,180.04,181.59,Standing
189.56,164.98,15.78,18.29,356.77,5.3,180.04,181.59,Standing
189.53,164.98,15.78,18.29,356.77,5.3,180.04,181.59,Standing
189.53,164.98,15.78,18.29,356.75,5.3,180.05,181.59,Standing
189.53,164.98,15.78,18.29,356.75,5.32,180.05,181.67,Standing
189.53,164.98,15.78,18.29,356.75,5.32,180.05,181.67,Standing
189.53,164.98,16.25,18.29,356.27,5.32,180.67,181.67,Standing
189.53,164.98,16.18,18.29,356.35,5.32,180.67,181.67,Standing
189.53,165.92,16.18,18.29,356.35,5.3,180.67,181.59,Standing
189.53,165.92,16.18,18.29,356.35,5.3,180.67,181.59,Standing
189.53,165.92,16.18,18.29,356.35,5.3,180.67,181.59,Standing
189.53,165.92,16.18,18.29,356.35,5.32,180.67,181.67,Standing
189.53,165.92,16.18,18.29,356.35,5.32,180.67,181.67,Standing
189.53,165.8,16.18,18.5,356.35,5.38,180.0,181.62,Standing
189.53,165.8,16.18,18.5,356.35,5.38,180.0,181.62,Standing
189.53,165.8,16.18,18.5,356.35,5.38,180.0,181.62,Standing
189.53,165.8,16.18,18.5,356.35,5.38,180.0,181.62,Standing
189.53,165.8,16.18,18.5,356.35,5.38,180.0,181.62,Standing
189.53,165.8,16.18,18.5,356.35,5.38,180.0,181.62,Standing
189.53,165.8,16.18,18.5,356.35,5.38,180.0,181.62,Standing
189.53,165.8,16.18,18.5,356.35,5.38,180.0,181.62,Standing
189.53,165.8,16.18,18.5,356.35,5.11,180.0,182.93,Standing
189.53,165.8,15.71,18.5,356.81,5.11,179.37,182.93,Standing
189.53,165.8,15.71,18.5,356.81,5.11,179.37,182.93,Standing
189.53,164.86,15.71,18.5,356.81,5.11,179.37,182.93,Standing
189.53,165.8,15.78,18.5,356.75,5.11,179.38,182.93,Standing
189.53,165.8,15.78,18.5,356.75,5.11,179.38,182.93,Standing
189.53,165.8,15.78,18.5,356.75,5.11,179.38,182.93,Standing
189.53,165.8,15.78,18.5,356.75,5.36,179.38,181.54,Standing
189.42,165.8,15.6,18.5,356.79,5.36,179.38,181.59,Standing
189.42,165.8,15.6,18.5,356.79,5.36,179.38,181.59,Standing
189.42,165.8,15.6,18.5,356.79,5.36,179.38,181.59,Standing
189.42,165.8,15.6,18.5,356.79,5.36,179.38,181.59,Standing
189.45,165.8,15.6,18.5,356.79,5.36,179.38,181.59,Standing
189.45,165.8,15.6,18.5,356.79,5.36,179.38,181.59,Standing
189.45,165.8,15.6,18.58,356.81,5.15,179.37,182.85,Standing
189.53,165.8,16.18,18.58,356.35,5.15,180.0,182.85,Standing
189.53,165.83,16.18,18.46,356.08,5.15,181.29,182.85,Standing
189.53,165.83,16.18,18.46,356.08,5.15,181.29,182.85,Standing
189.53,165.83,15.71,18.46,356.56,5.15,180.65,182.85,Standing
189.53,165.83,15.71,18.46,356.56,5.15,180.65,182.85,Standing
189.53,165.92,15.71,18.37,356.56,5.09,180.66,182.85,Standing
189.53,165.92,15.71,18.37,356.56,5.09,180.66,182.85,Standing
189.53,165.92,15.71,18.37,356.56,5.09,180.66,182.85,Standing
189.53,165.92,15.71,18.37,356.56,5.09,180.66,182.85,Standing
189.61,165.92,15.83,18.37,356.56,5.09,180.66,182.85,Standing
189.61,165.92,15.83,18.37,356.56,5.09,180.66,182.91,Standing
189.61,165.92,16.3,18.37,356.1,5.09,181.3,182.91,Standing
189.61,165.92,16.3,18.37,356.1,5.06,181.3,182.83,Standing
189.61,164.98,16.3,18.37,356.1,5.06,181.3,182.83,Standing
189.61,164.98,16.3,18.37,356.1,5.06,181.3,182.83,Standing
189.61,165.09,16.3,18.37,356.1,5.06,181.3,182.83,Standing
189.61,165.1,16.3,18.25,356.12,5.06,181.3,182.83,Standing
189.5,165.1,16.18,18.25,356.1,5.06,181.3,182.83,Standing
189.5,165.1,16.18,18.25,356.1,5.06,181.3,182.83,Standing
189.5,165.1,16.18,18.25,356.1,5.06,181.3,182.16,Standing
189.5,165.1,16.18,18.25,356.1,5.06,181.3,182.16,Standing
189.5,165.21,16.18,18.17,356.1,5.0,181.3,182.16,Standing
189.5,165.21,16.18,18.17,356.1,5.0,181.3,182.16,Standing
189.5,165.21,16.18,18.17,356.12,5.0,181.3,182.16,Standing
189.5,165.21,16.18,18.17,356.12,5.0,181.3,182.16,Standing
189.5,165.19,16.25,18.37,356.05,5.09,181.3,182.18,Standing
189.39,164.37,16.07,18.73,356.1,4.89,181.3,182.18,Standing
189.42,164.37,16.07,18.73,356.1,4.89,181.3,182.18,Standing
189.42,164.26,16.07,18.73,356.1,4.87,181.3,182.11,Standing
189.42,164.26,16.07,18.73,356.1,4.87,181.3,182.11,Standing
189.42,164.26,16.07,18.73,356.1,4.87,181.3,182.11,Standing
189.42,165.09,16.07,18.37,356.1,5.06,181.3,182.11,Standing
189.42,166.84,16.14,17.55,356.03,5.06,181.3,182.11,Standing
189.42,166.84,16.14,17.55,356.03,5.06,181.3,182.11,Standing
189.42,166.86,16.14,17.44,356.03,5.06,181.3,182.11,Standing
189.42,166.86,16.14,17.52,356.03,5.15,181.3,182.13,Standing
191.18,166.86,16.97,17.52,356.05,5.15,181.3,182.13,Standing
191.18,166.84,16.97,17.63,356.05,5.15,181.3,182.18,Standing
189.42,166.84,16.14,17.63,356.05,5.12,181.29,182.11,Standing
189.42,166.84,16.14,17.63,356.05,5.12,181.29,182.11,Standing
189.42,166.84,16.14,17.71,356.05,5.21,181.29,182.13,Standing
190.36,166.84,16.61,17.71,355.85,5.21,181.29,182.13,Standing
190.4,166.84,16.61,17.71,355.85,5.21,181.29,182.13,Standing
190.4,166.75,16.61,17.71,355.85,5.21,181.29,182.13,Standing
190.29,166.75,16.43,17.71,355.9,5.23,181.29,182.2,Standing
190.36,166.75,16.07,17.71,356.1,5.23,181.94,182.2,Standing
190.36,166.04,16.07,17.87,356.1,4.97,181.95,182.2,Standing
190.36,166.02,16.07,17.99,356.1,4.97,181.95,182.2,Standing
190.36,166.02,16.07,17.99,356.1,4.97,181.95,182.2,Standing
190.36,166.02,16.07,17.99,356.1,4.97,181.95,182.2,Standing
190.36,166.02,16.07,17.99,356.1,4.97,181.95,182.2,Standing
190.36,165.92,16.07,17.99,356.1,4.97,181.95,182.2,Standing
190.36,165.92,16.07,17.99,356.1,4.97,181.95,182.2,Standing
190.36,165.92,16.07,17.99,356.1,4.97,181.95,182.2,Standing
190.36,165.92,16.07,17.99,356.1,4.97,181.95,182.2,Standing
190.36,165.92,16.07,17.99,356.1,4.97,181.95,182.2,Standing
189.53,165.92,15.71,17.99,355.9,4.97,181.95,182.25,Standing
189.53,165.83,15.71,17.99,355.9,4.97,181.95,182.25,Standing
189.53,165.83,15.71,17.99,355.9,4.97,181.95,182.25,Standing
189.53,165.83,15.71,17.99,355.9,4.97,181.95,182.25,Standing
188.66,165.83,15.81,17.99,355.9,4.97,181.95,182.25,Standing
188.66,165.83,15.81,17.91,355.9,4.89,181.95,182.23,Standing
190.42,165.83,16.65,17.91,355.9,4.89,181.95,182.23,Standing
190.47,165.83,16.65,18.37,355.93,5.36,181.96,181.59,Standing
190.47,165.83,16.65,18.37,355.93,5.36,181.98,180.9,Standing
190.47,165.83,16.18,18.37,356.39,5.09,181.33,182.23,Standing
189.62,164.87,15.81,18.46,356.2,5.17,181.33,182.25,Standing
189.62,166.65,15.81,17.63,356.2,5.17,181.33,182.25,Standing
189.62,166.76,15.81,17.44,356.2,5.09,181.33,182.18,Standing
189.62,166.76,15.81,17.44,356.2,5.09,181.33,182.18,Standing
189.62,166.75,15.81,17.55,356.2,5.09,181.33,182.18,Standing
189.62,166.75,15.81,17.55,356.2,5.09,181.33,182.18,Standing
189.62,166.75,15.81,17.55,356.2,5.09,181.33,182.18,Standing
189.62,166.75,15.81,17.55,356.2,5.09,181.33,182.18,Standing
189.62,165.81,15.81,17.47,356.2,5.0,181.33,182.2,Standing
189.62,165.91,15.81,17.47,356.17,5.0,181.35,182.2,Standing
189.62,165.91,15.81,17.47,356.17,4.73,181.35,183.53,Standing
189.53,165.91,15.63,17.47,356.22,4.73,181.35,183.53,Standing
189.53,164.98,15.63,17.83,356.22,4.54,181.35,183.48,Standing
188.59,166.75,15.63,17.0,356.2,4.54,181.36,183.48,Standing
